Date,Close_AAPL,Close_MSFT,Close_GOOGL,Close_AMZN,Close_NVDA,Close_META,Close_TSLA,Close_BRK-B,Close_LLY,Close_V,Close_UNH,Close_WMT,Close_XOM,Close_JPM,Close_MA,Close_JNJ,Close_PG,Close_AVGO,Close_HD,Close_ORCL,Close_CVX,Close_MRK,Close_COST,Close_ABBV,Close_KO,Close_NFLX,Close_BAC,Close_PEP,Close_CRM,Close_AMD,Close_TMO,Close_MCD,Close_CSCO,Close_ACN,Close_LIN,Close_ABT,Close_WFC,Close_DHR,Close_PM,Close_ADBE,Close_GE,Close_INTU,Close_TXN,Close_QCOM,Close_VZ,Close_CAT,Close_CMCSA,Close_IBM,Close_AMGN,Close_NEE
2015-01-02,24.26104164123535,39.93305587768555,26.296133041381836,15.425999641418457,0.4830383360385895,77.96934509277344,14.620667457580566,149.1699981689453,57.561153411865234,61.46248245239258,85.04849243164062,23.266569137573242,58.423484802246094,46.94808578491211,80.21143341064453,77.44416046142578,66.98350524902344,7.574804782867432,80.41869354248047,37.64830780029297,70.99369812011719,39.10075759887695,114.29754638671875,42.39487075805664,29.992595672607422,49.84857177734375,14.277456283569336,68.54853820800781,58.62333297729492,2.6700000762939453,124.01412963867188,71.09456634521484,19.935264587402344,74.25262451171875,106.71644592285156,36.58061599731445,40.370849609375,35.05586242675781,47.806297302246094,72.33999633789062,102.6972427368164,83.54458618164062,39.91103744506836,54.612586975097656,27.02999496459961,69.51954650878906,22.256114959716797,98.6640625,117.26697540283203,20.16851043701172
2015-01-05,23.57757568359375,39.56582260131836,25.795087814331055,15.10949993133545,0.4748796820640564,76.7170639038086,14.005999565124512,147.0,56.99424362182617,60.10578155517578,83.64761352539062,23.198848724365234,56.82493209838867,45.490577697753906,77.95524597167969,76.90327453613281,66.6650390625,7.453719139099121,78.73146057128906,37.120338439941406,68.15596008300781,39.6818962097168,112.998046875,41.59703063964844,29.992595672607422,47.31142807006836,13.86269474029541,68.03318786621094,57.56447219848633,2.6600000858306885,122.31053924560547,70.30935668945312,19.538143157958984,72.9989242553711,103.8996810913086,36.5887565612793,39.2637939453125,34.70824432373047,47.44636535644531,71.9800033569336,100.81214141845703,83.21485900878906,39.29164123535156,54.35525894165039,26.80550193786621,65.84986114501953,21.802223205566406,97.1115951538086,115.87350463867188,19.95488739013672
2015-01-06,23.579795837402344,38.985107421875,25.158479690551758,14.76449966430664,0.460482120513916,75.68343353271484,14.085332870483398,146.83999633789062,57.28181457519531,59.718467712402344,83.47881317138672,23.37761878967285,56.52279281616211,44.31105041503906,77.78672790527344,76.52539825439453,66.3613510131836,7.284193992614746,78.49046325683594,36.737144470214844,68.12442779541016,41.24073791503906,114.49117279052734,41.39113998413086,30.220346450805664,46.50143051147461,13.447929382324219,67.5178451538086,56.60456848144531,2.630000114440918,121.16835021972656,70.43897247314453,19.530925750732422,72.47235107421875,102.56932067871094,36.17325973510742,38.44457244873047,34.47105407714844,47.85349655151367,70.52999877929688,98.64015197753906,80.65934753417969,38.64237594604492,53.58327102661133,27.076032638549805,65.4261474609375,21.51781463623047,95.01730346679688,112.1403579711914,20.03239631652832
2015-01-07,23.91043472290039,39.48043441772461,25.084489822387695,14.920999526977539,0.45928239822387695,75.68343353271484,14.063332557678223,148.8800048828125,56.87922668457031,60.518585205078125,84.33116912841797,23.99787712097168,57.095516204833984,44.37866973876953,78.99673461914062,78.21476745605469,66.70947265625,7.480961322784424,81.18065643310547,36.745643615722656,68.0676498413086,42.122703552246094,116.48481750488281,43.06402587890625,30.59758758544922,46.74285888671875,13.511735916137695,69.49214172363281,56.33737564086914,2.5799999237060547,124.79817962646484,71.66630554199219,19.711429595947266,73.9935302734375,103.71903991699219,36.46654510498047,38.67335510253906,34.67961883544922,48.21343994140625,71.11000061035156,98.68111419677734,81.44932556152344,39.3364143371582,54.20820236206055,26.90131378173828,66.44004821777344,21.498334884643555,94.39628601074219,116.05681610107422,20.215768814086914
2015-01-08,24.829126358032227,40.64188003540039,25.17188835144043,15.02299976348877,0.4765593707561493,77.70099639892578,14.041333198547363,151.3699951171875,58.22663879394531,61.33029556274414,88.35660552978516,24.504383087158203,58.045875549316406,45.37036895751953,80.2254638671875,78.82974243164062,67.47232818603516,7.854822158813477,82.97673797607422,36.96705627441406,69.62527465820312,42.97047424316406,117.48564910888672,43.514408111572266,30.967679977416992,47.779998779296875,13.790910720825195,70.75511932373047,57.98009490966797,2.609999895095825,126.09525299072266,71.93309783935547,19.863061904907227,75.12184143066406,105.42715454101562,37.216094970703125,39.52948760986328,35.21535110473633,48.939205169677734,72.91999816894531,99.86958312988281,82.54241943359375,39.97820281982422,54.78169631958008,27.477895736694336,67.12100982666016,21.96586036682129,96.44799041748047,115.6388168334961,20.338640213012695
2015-01-09,24.855758666992188,40.3002815246582,24.8645076751709,14.846500396728516,0.4784790873527527,77.2636947631836,13.77733325958252,149.47000122070312,57.45433807373047,60.42116928100586,87.52955627441406,24.20102310180664,57.96403503417969,44.581512451171875,79.20309448242188,77.75537872314453,66.84278869628906,7.938822269439697,81.55387115478516,36.950042724609375,68.2379379272461,42.772216796875,115.67769622802734,42.32408905029297,30.626047134399414,47.04142761230469,13.543642044067383,70.27605438232422,57.55457305908203,2.630000114440918,125.5919189453125,71.05644226074219,20.06521987915039,75.03827667236328,104.00645446777344,36.82502746582031,38.88002014160156,34.9781608581543,48.809383392333984,71.83999633789062,98.47623443603516,80.80630493164062,40.00060272216797,54.715518951416016,27.233274459838867,66.31898498535156,21.93079376220703,96.86807250976562,114.21593475341797,20.1590518951416
2015-01-12,24.243295669555664,39.79640197753906,24.68276023864746,14.570500373840332,0.4724802076816559,76.24993133544922,13.480667114257812,148.27999877929688,57.03529739379883,60.302913665771484,86.54222106933594,24.382503509521484,56.85009002685547,44.198360443115234,78.19007110595703,77.4886245727539,66.59835815429688,7.8071393966674805,81.18843078613281,36.84784698486328,66.76862335205078,42.594444274902344,115.03202056884766,42.311222076416016,30.34847068786621,45.547142028808594,13.304357528686523,69.98571014404297,57.129051208496094,2.630000114440918,124.38199615478516,70.90396881103516,20.252954483032227,74.81261444091797,103.7765121459961,37.13461685180664,38.41505432128906,34.54466247558594,49.00411605834961,71.12000274658203,98.27130889892578,79.6581039428711,39.64239501953125,54.090579986572266,27.419654846191406,65.74393463134766,21.884042739868164,95.24253845214844,114.57537078857422,20.108015060424805
2015-01-13,24.458541870117188,39.59146499633789,24.918136596679688,14.737000465393066,0.47176021337509155,75.98160552978516,13.616666793823242,148.6300048828125,57.00246047973633,60.47915267944336,86.98101806640625,24.190187454223633,56.64239501953125,44.20588302612305,78.36825561523438,77.62200927734375,66.87980651855469,7.763247966766357,80.65194702148438,36.55828094482422,65.70919036865234,42.51924133300781,113.8778076171875,41.0925178527832,30.341352462768555,46.255714416503906,13.120904922485352,69.93492889404297,57.366554260253906,2.6600000858306885,124.22708892822266,70.76673889160156,20.289058685302734,75.08004760742188,103.06202697753906,36.536739349365234,38.26744079589844,34.495582580566406,49.033599853515625,70.58999633789062,97.77955627441406,79.28147888183594,39.396114349365234,53.649452209472656,27.477895736694336,65.35047912597656,22.145084381103516,95.46780395507812,113.78321838378906,20.187408447265625
2015-01-14,24.365345001220703,39.24985885620117,25.12322235107422,14.66349983215332,0.47367990016937256,75.81263732910156,12.845999717712402,147.82000732421875,57.31467056274414,59.26856231689453,87.20044708251953,23.458877563476562,56.47876739501953,42.680755615234375,78.28385162353516,77.05886840820312,66.65020751953125,7.824549674987793,79.80445098876953,36.66899490356445,65.52001190185547,42.8268928527832,112.44110107421875,41.29347610473633,30.291536331176758,46.31999969482422,12.793882369995117,70.16716003417969,56.65404510498047,2.630000114440918,122.15565490722656,69.78335571289062,20.15909767150879,74.20247650146484,102.31475067138672,36.266456604003906,37.824615478515625,33.95166778564453,49.222415924072266,69.98999786376953,97.45172882080078,79.2080078125,39.3364143371582,53.0980339050293,27.355588912963867,65.12347412109375,21.747682571411133,94.8529052734375,113.79795837402344,20.312171936035156
2015-01-15,23.704059600830078,38.83993911743164,25.027881622314453,14.34749984741211,0.47032037377357483,73.5963134765625,12.791333198547363,147.5800018310547,57.298240661621094,58.704994201660156,88.15404510498047,23.667430877685547,55.98786163330078,41.31341552734375,77.1489028930664,75.94003295898438,66.55394744873047,7.667891979217529,78.53709411621094,36.302825927734375,64.74436950683594,42.30729675292969,112.44110107421875,40.768394470214844,30.163421630859375,46.25143051147461,12.123871803283691,70.16716003417969,54.53632354736328,2.5199999809265137,120.1520004272461,69.661376953125,19.790855407714844,73.69263458251953,102.21619415283203,35.99618148803711,37.43345642089844,33.54679870605469,48.868408203125,70.29000091552734,96.6321029663086,78.15164947509766,39.09760665893555,52.48043441772461,27.431299209594727,64.322509765625,21.817808151245117,94.10405731201172,111.42161560058594,20.234670639038086
2015-01-16,23.51987648010254,39.48898696899414,25.34817123413086,14.536999702453613,0.47895893454551697,74.71936798095703,12.871333122253418,149.2100067138672,58.07053756713867,59.12709045410156,89.25955963134766,23.50220489501953,57.34726333618164,42.01962661743164,78.60282135009766,77.08851623535156,67.58340454101562,7.857089996337891,80.95518493652344,37.052207946777344,66.28935241699219,43.09354782104492,112.77201843261719,41.83799743652344,30.27017593383789,48.191429138183594,12.267447471618652,70.61719512939453,56.05039978027344,2.390000104904175,121.27481842041016,69.74522399902344,19.985811233520508,74.29441833496094,101.44424438476562,36.43844223022461,38.112457275390625,33.7553596496582,48.79758834838867,71.7300033569336,96.67308807373047,79.38253021240234,39.769256591796875,52.41426086425781,27.949647903442383,63.971588134765625,22.11781120300293,95.66870880126953,116.19622039794922,20.457731246948242
